transactionID,carrierID,customerID,amount,date
152,2,425,13.33,2005-01-12 21:43:30
153,3,531,14.75,2009-07-16 00:30:54
154,3,827,18.29,2007-06-28 19:34:56
155,3,656,8.81,2005-01-21 05:10:52
156,1,580,9.85,2008-06-19 04:18:44
157,3,489,5.53,2005-04-10 03:19:17
158,1,603,5.27,2005-03-24 14:09:46
159,3,937,9.28,2009-02-06 20:08:48
160,1,417,14.19,2008-05-06 00:43:10
161,3,432,12.74,2007-07-10 19:18:48
162,2,638,8.22,2005-04-17 14:32:23
163,3,688,16.84,2008-06-30 12:04:41
164,3,202,7.62,2008-06-08 18:52:45
165,3,366,13.09,2007-12-11 22:30:16
166,1,732,5.85,2005-09-09 16:55:28
167,2,490,11.06,2009-11-27 22:09:17
168,1,397,7.83,2009-02-06 04:07:19
169,2,565,15.34,2005-02-21 15:24:23
170,2,599,16.09,2009-02-11 09:57:10
171,1,262,7.35,2005-07-04 10:01:40
172,1,731,7.25,2007-10-27 03:46:35
173,3,486,5.44,2007-08-20 08:39:08
174,1,360,10.1,2005-09-01 10:13:31
175,2,54,10.47,2006-06-12 09:31:06
176,3,667,18.62,2009-07-31 14:40:54
177,3,177,11.29,2007-09-29 17:30:15
178,2,995,18.46,2006-09-06 13:09:52
179,2,144,5.18,2007-08-24 13:48:20
180,1,713,19.0,2005-05-31 17:05:34
181,1,716,7.39,2009-12-29 00:05:45
182,1,474,10.24,2008-08-05 11:04:25
183,1,621,8.55,2008-04-14 10:10:35
184,2,343,14.02,2005-02-23 11:30:01
185,1,536,12.73,2007-04-05 14:23:30
186,1,588,18.05,2009-11-06 04:44:39
187,1,388,6.59,2005-01-01 11:40:18
188,1,494,7.12,2005-05-12 06:50:59
189,2,493,13.59,2007-12-23 22:47:32
190,1,61,9.25,2006-10-26 23:06:15
191,1,487,13.55,2008-07-31 19:41:39
192,3,908,6.67,2007-04-20 12:22:43
193,3,992,12.64,2006-12-30 06:13:54
194,3,600,13.69,2006-01-13 18:03:30
195,2,502,7.08,2008-03-07 08:19:34
196,1,965,8.02,2009-11-05 00:01:33
197,2,552,7.75,2009-06-09 05:07:47
198,3,741,6.25,2005-10-27 17:47:05
199,2,187,10.56,2008-05-19 09:25:33
200,2,868,9.81,2005-02-28 10:14:54
201,2,408,14.28,2008-01-01 12:41:15
202,2,978,16.87,2009-03-02 13:16:06
203,2,826,6.12,2006-06-12 13:05:27
204,3,458,11.24,2007-10-03 23:42:08
205,3,208,8.08,2005-06-25 05:31:51
206,3,536,7.74,2005-02-06 09:27:49
207,2,787,6.3,2007-11-28 08:27:18
208,1,360,9.01,2005-03-13 13:13:27
209,2,753,19.52,2007-03-16 12:52:41
210,1,84,17.39,2008-05-31 01:45:18
211,3,849,16.86,2009-12-31 13:14:57
212,2,36,12.42,2005-03-03 23:45:57
213,1,158,12.13,2008-09-20 15:50:51
214,2,328,5.88,2005-02-21 00:25:59
215,2,524,10.42,2007-07-29 21:08:10
216,1,250,18.29,2009-05-29 00:12:06
217,2,664,13.44,2005-09-26 08:24:31
218,1,433,15.4,2005-10-03 09:24:46
219,1,834,7.48,2005-09-30 05:56:12
220,2,120,9.51,2006-09-30 03:39:10
221,2,601,6.67,2005-07-24 21:04:06
222,1,181,16.4,2005-11-10 17:01:56
223,1,3,10.39,2008-05-26 19:20:40
224,2,599,5.72,2008-03-26 09:06:53
225,2,166,16.81,2005-06-02 00:49:22
226,3,252,5.36,2007-10-13 03:12:50
227,3,980,15.43,2008-04-01 01:55:28
228,1,310,16.83,2007-09-29 05:16:59
229,1,703,17.26,2008-03-22 20:39:40
230,1,611,10.26,2009-04-06 00:11:26
231,2,621,14.77,2007-09-20 07:53:05
232,3,52,13.07,2008-07-09 08:15:44
233,1,947,13.78,2007-07-19 12:02:34
234,3,897,12.4,2009-03-17 21:21:55
235,3,529,11.91,2009-06-13 02:47:32
236,2,855,12.98,2009-07-11 01:41:51
237,1,486,15.77,2005-10-19 04:30:50
238,2,635,9.17,2007-02-22 14:13:36
239,2,613,13.63,2008-01-08 05:42:09
240,1,910,7.04,2006-02-27 20:56:42
241,1,609,15.39,2009-05-10 11:52:42
242,2,105,11.25,2005-06-10 12:18:46
243,3,336,11.9,2007-03-25 13:56:49
244,3,508,14.29,2005-10-28 19:25:06
245,3,831,5.01,2007-02-23 14:06:07
246,3,402,16.98,2009-06-02 06:08:09
247,2,432,16.55,2007-08-14 09:15:07
248,3,798,14.2,2006-03-28 02:51:15
249,1,52,18.65,2006-09-24 06:36:12
250,1,450,16.0,2007-10-06 09:43:06
251,3,614,7.06,2006-05-09 13:32:18
252,1,540,9.65,2006-04-10 02:54:06
253,3,58,6.07,2006-11-09 22:28:17
254,1,628,17.36,2005-01-22 16:39:12
255,3,412,11.73,2006-01-13 11:40:44
256,1,529,10.4,2005-03-08 13:41:31
257,3,79,16.19,2006-01-21 14:57:59
258,2,478,11.45,2005-05-13 19:24:46
259,3,608,12.07,2009-06-02 00:27:05
260,3,33,13.55,2009-07-17 21:31:53
261,2,485,12.94,2006-10-14 15:57:35
262,3,612,13.03,2007-09-29 11:49:25
263,2,829,11.18,2009-12-13 05:19:02
264,3,948,10.42,2008-10-20 10:15:49
265,1,106,17.23,2006-09-24 04:14:30
266,3,463,15.62,2005-09-19 18:43:00
267,3,465,5.97,2006-08-18 12:01:47
268,3,544,9.28,2008-08-15 09:16:24
269,2,689,18.25,2006-08-10 11:26:52
270,2,818,19.15,2006-09-09 14:43:29
271,3,762,17.9,2008-01-29 07:26:48
272,1,327,13.16,2009-08-09 01:13:50
273,3,819,12.36,2008-04-19 23:47:28
274,2,857,6.86,2008-12-08 01:09:17
275,1,877,8.1,2009-12-27 22:37:51
276,3,373,15.57,2007-11-06 10:02:20
277,2,598,7.86,2007-11-05 03:50:31
278,2,899,5.6,2007-08-11 10:32:04
279,3,321,6.36,2006-01-31 02:13:23
280,1,681,9.41,2008-08-07 02:16:18
281,3,698,6.4,2005-09-24 14:11:44
282,2,595,11.09,2005-02-11 00:19:44
283,1,713,13.48,2006-11-11 22:25:38
284,2,476,15.36,2009-07-18 16:27:59
285,1,979,9.31,2008-06-13 05:04:31
286,1,216,16.55,2007-04-13 12:07:06
287,1,156,11.6,2005-12-09 13:32:44
288,3,312,5.27,2008-07-12 22:07:41
289,2,649,13.29,2008-07-17 16:01:43
290,2,804,7.9,2007-01-24 18:46:37
291,3,157,16.02,2009-10-09 09:17:05
292,2,983,13.2,2008-09-27 11:07:07
293,3,444,9.72,2009-06-10 13:36:01
294,1,851,6.67,2009-01-23 05:46:18
295,2,680,19.63,2008-02-09 09:42:05
296,1,875,19.15,2005-03-29 14:46:36
297,1,673,11.49,2006-05-08 19:37:42
298,2,224,11.39,2009-01-09 12:23:47
299,1,466,14.69,2007-10-16 01:11:46
300,3,649,13.71,2007-11-30 21:22:10
301,2,776,18.96,2007-05-27 11:19:34
302,1,504,19.12,2008-12-23 06:53:43
303,3,182,17.79,2005-12-10 01:52:37
304,3,452,19.83,2007-08-12 12:31:07
305,1,45,9.83,2006-01-29 08:42:09
306,3,898,15.39,2007-04-14 02:00:10
307,2,342,13.23,2006-07-23 14:26:07
308,1,328,16.38,2008-05-02 02:48:21
309,1,853,13.61,2008-12-14 23:17:55
310,1,66,14.58,2009-06-09 17:00:38
311,2,948,6.18,2006-12-25 13:32:17
312,1,10,13.13,2008-03-24 07:49:26
313,2,596,10.37,2009-07-10 04:08:07
314,2,725,5.49,2008-01-27 02:19:15
315,1,664,19.61,2007-04-13 23:06:10
316,2,282,8.41,2009-04-10 23:15:41
317,2,935,7.25,2007-10-31 07:45:20
318,2,286,9.69,2006-11-24 05:50:19
319,2,108,8.62,2006-03-13 12:16:39
320,3,321,11.29,2006-07-28 06:23:52
321,3,294,18.25,2005-08-02 12:52:34
322,1,519,16.09,2005-12-27 13:15:42
323,3,551,9.0,2009-06-23 06:24:30
324,1,117,19.07,2007-12-29 20:08:20
325,3,80,19.6,2006-08-11 07:02:41
326,1,419,12.76,2005-02-25 10:33:02
327,1,723,8.87,2008-10-27 01:41:52
328,3,4,12.3,2009-06-01 18:27:33
329,1,373,14.47,2007-01-20 18:50:03
330,3,979,14.29,2005-09-05 01:45:26
331,2,179,5.4,2009-04-01 09:06:00
332,1,398,14.83,2009-05-21 04:51:14
333,1,466,6.24,2006-07-22 15:46:50
334,3,421,6.56,2005-05-08 00:14:03
335,3,34,13.6,2009-10-06 12:11:28
336,3,69,7.61,2006-06-03 20:12:33
337,3,285,13.82,2007-10-22 13:48:21
338,3,123,10.06,2005-04-26 16:18:18
339,2,690,15.52,2007-09-29 20:03:30
340,2,187,15.2,2005-03-20 02:48:29
341,3,389,15.74,2005-11-20 02:25:50
342,1,210,11.95,2007-05-27 05:27:08
343,3,403,7.02,2006-04-13 21:15:01
344,3,555,11.56,2009-08-06 21:10:27
345,1,887,14.89,2006-11-05 06:44:51
346,2,405,8.34,2006-07-02 17:57:52
347,1,492,11.14,2007-04-12 12:39:45
348,1,906,6.54,2006-02-09 02:06:27
349,3,239,17.22,2007-03-19 20:12:17
350,2,16,8.1,2006-01-11 00:45:04
351,3,967,7.09,2007-11-20 18:06:49
352,3,130,19.89,2005-01-06 14:38:06
353,1,235,19.49,2008-07-05 13:02:16
354,2,733,12.09,2005-10-20 11:02:37
355,2,324,10.33,2007-07-23 12:36:00
356,1,544,14.86,2007-11-27 10:52:03
357,1,350,14.82,2007-02-28 11:23:31
358,2,836,5.97,2005-05-15 00:40:52
359,3,613,6.34,2009-08-01 16:01:39
360,3,699,11.76,2006-10-20 17:13:44
361,1,444,15.94,2009-10-25 06:49:19
362,1,621,19.56,2005-03-21 05:20:58
363,1,794,12.34,2006-07-15 02:53:55
364,1,312,15.2,2005-12-25 23:20:04
365,3,473,15.04,2007-06-03 16:28:49
366,3,957,12.42,2009-05-14 16:17:55
367,2,96,18.82,2006-02-26 19:18:16
368,2,382,6.7,2007-10-31 06:17:18
369,3,683,12.58,2007-06-01 23:48:00
370,2,962,19.72,2008-05-06 01:24:15
371,3,45,7.2,2007-07-03 07:18:47
372,3,270,5.83,2008-03-09 19:36:37
373,2,975,14.75,2009-12-16 19:14:26
374,1,358,15.29,2009-08-25 14:30:31
375,2,652,16.81,2007-08-16 10:26:25
376,1,973,8.12,2008-07-16 14:36:55
377,3,276,14.51,2007-06-23 04:15:09
378,1,517,10.19,2008-08-04 11:52:50
379,2,334,10.01,2006-08-20 13:28:25
380,3,816,14.21,2009-04-24 07:38:02
381,2,815,9.56,2006-08-12 22:36:32
382,3,718,18.97,2005-04-21 08:47:38
383,3,77,17.76,2006-03-07 01:20:36
384,1,654,16.83,2005-06-30 23:01:24
385,2,781,18.33,2009-09-03 14:22:22
386,3,210,17.17,2007-08-27 02:19:55
387,2,665,10.18,2005-11-26 14:54:57
388,1,341,18.41,2008-10-20 18:09:18
389,3,481,18.43,2007-12-29 04:57:21
390,2,643,5.34,2008-10-19 04:37:39
391,1,604,17.3,2008-02-23 02:08:48
392,1,419,16.66,2008-10-05 11:39:49
393,1,684,5.35,2009-03-18 17:31:55
394,2,916,8.51,2008-10-20 16:10:21
395,3,163,8.54,2008-12-02 17:19:09
396,1,181,14.16,2008-09-11 19:15:07
397,3,373,18.69,2007-11-23 06:52:57
398,1,174,12.17,2007-09-23 17:49:27
399,2,626,19.82,2008-09-03 01:58:27
400,3,830,15.35,2005-08-03 16:36:38
401,3,85,5.57,2007-04-16 16:58:27
402,2,109,6.71,2005-05-20 21:08:49
403,3,856,9.26,2006-12-16 07:04:04
404,2,957,12.55,2007-05-23 22:59:32
405,1,784,14.37,2007-10-18 20:16:48
406,2,258,11.21,2007-12-22 19:33:16
407,2,838,7.63,2005-05-21 01:11:22
408,3,675,6.09,2005-04-15 02:04:01
409,1,3,7.12,2005-02-05 08:32:35
410,3,296,13.03,2007-07-05 00:55:50
411,1,951,19.51,2007-04-01 04:46:54
412,3,847,7.55,2008-07-21 18:39:00
413,2,541,17.29,2006-04-28 11:29:20
414,1,79,15.03,2009-04-23 15:58:17
415,1,818,8.71,2006-01-19 08:21:43
416,2,770,14.26,2009-06-21 06:22:19
417,2,302,17.88,2007-11-10 12:16:25
418,2,905,5.49,2009-03-28 05:05:29
419,1,987,13.56,2005-04-08 20:36:33
420,3,795,14.79,2008-12-27 15:02:21
421,2,767,19.47,2008-01-17 12:56:27
422,3,386,14.27,2006-08-25 05:03:25
423,1,52,8.21,2009-12-04 18:14:58
424,1,436,11.32,2008-10-29 03:27:56
425,2,575,7.75,2005-02-28 00:28:31
426,2,265,8.64,2008-02-15 07:50:05
427,2,360,9.64,2009-10-19 05:56:10
428,1,631,8.97,2009-07-11 13:32:25
429,2,869,12.16,2006-02-26 10:07:44
430,3,356,13.47,2006-11-29 10:17:56
431,2,125,9.53,2007-05-03 06:03:28
432,2,691,9.51,2009-10-03 21:04:31
433,2,944,9.75,2005-12-05 20:51:38
434,2,317,5.5,2005-10-30 16:36:17
435,1,569,15.03,2009-12-26 21:37:31
436,1,865,7.58,2006-06-08 01:49:25
437,1,833,5.12,2007-07-20 18:50:14
438,2,444,11.77,2007-04-18 03:11:40
439,2,548,11.45,2007-08-28 07:43:18
440,1,905,17.11,2006-03-01 21:06:59
441,2,26,9.53,2005-12-19 02:09:38
442,3,44,17.09,2008-04-13 13:32:06
443,2,317,9.84,2005-10-06 01:48:36
444,1,286,6.04,2005-09-18 09:06:57
445,2,542,16.71,2007-10-20 06:16:19
446,3,507,11.62,2008-07-10 05:26:04
447,2,754,14.65,2008-01-28 12:38:59
448,1,82,15.39,2005-11-20 03:17:16
449,1,164,18.5,2008-04-08 09:37:22
450,1,730,13.24,2005-01-08 06:16:58
451,1,774,13.03,2008-09-06 06:16:42
452,2,442,12.06,2005-11-18 16:00:23
453,3,315,8.52,2008-03-07 12:13:35
454,2,562,19.64,2006-05-29 08:07:57
455,2,105,14.72,2007-03-05 19:54:01
456,3,102,11.54,2005-10-30 08:56:41
457,1,402,10.12,2009-05-01 14:04:09
458,3,676,7.99,2007-12-13 12:37:21
459,3,168,6.12,2008-07-31 20:35:18
460,3,569,17.36,2006-07-07 19:15:24
461,2,503,16.43,2008-09-09 20:02:19
462,2,687,14.38,2009-08-31 02:56:08
463,3,158,12.68,2008-12-07 05:46:36
464,3,646,7.11,2007-10-11 16:58:37
465,2,585,17.3,2006-10-02 03:51:10
466,1,812,8.3,2006-08-09 00:08:48
467,1,938,16.72,2007-01-25 22:31:06
468,3,309,16.5,2007-07-22 21:44:44
469,3,477,9.19,2007-06-26 19:50:15
470,2,162,5.38,2005-12-22 01:16:46
471,2,144,19.67,2006-10-01 05:22:31
472,3,614,9.0,2009-03-24 12:10:13
473,2,985,11.44,2009-06-19 18:23:59
474,1,350,16.93,2009-04-03 15:10:21
475,2,863,17.48,2009-02-06 23:38:33
476,3,106,9.84,2005-02-06 01:59:53
477,1,115,10.17,2007-05-18 17:47:51
478,1,9,7.33,2009-08-15 05:55:22
479,2,248,14.42,2007-01-22 23:35:59
480,3,907,11.51,2005-01-05 19:42:47
481,3,55,13.36,2006-04-17 06:47:21
482,3,635,5.61,2005-11-06 05:16:45
483,3,205,14.11,2007-06-05 17:49:50
484,3,768,5.31,2009-02-06 22:51:41
485,3,364,16.67,2009-06-06 09:40:24
486,3,418,11.04,2006-08-23 22:54:41
487,3,467,18.39,2009-11-19 04:27:57
488,2,861,18.94,2006-10-09 15:30:51
489,2,332,12.74,2009-10-08 20:34:16
490,2,769,12.75,2007-03-20 02:53:14
491,1,405,16.52,2006-12-28 12:10:50
492,1,649,18.59,2009-06-03 03:37:18
493,1,785,14.11,2007-04-26 05:37:37
494,1,734,16.35,2009-04-15 05:01:03
495,3,505,9.45,2008-06-04 15:54:34
496,2,557,13.59,2008-07-21 01:43:40
497,1,410,8.91,2009-03-15 02:38:21
498,1,136,13.45,2006-06-10 11:41:53
499,1,334,19.39,2006-10-09 05:22:44
500,2,669,16.4,2007-02-13 23:42:03
501,3,896,7.94,2008-03-23 04:25:48
502,1,453,17.63,2008-03-16 07:46:59
503,2,854,13.8,2005-06-10 08:42:15
504,2,432,11.1,2005-10-05 02:28:35
505,2,938,16.18,2007-03-12 17:54:57
506,1,771,6.82,2006-01-25 16:27:17
507,3,83,5.4,2005-04-06 20:51:04
508,2,589,9.63,2008-08-26 08:38:09
509,1,607,8.38,2005-06-07 03:46:33
510,1,730,11.44,2008-12-03 17:54:23
511,2,833,14.41,2006-04-01 03:15:35
512,2,9,12.65,2008-02-16 15:05:43
513,2,331,9.55,2007-10-14 01:00:24
514,2,71,9.72,2007-12-04 17:15:02
515,1,118,14.41,2008-02-17 09:24:03
516,3,896,11.41,2006-06-16 11:32:15
517,3,972,7.9,2006-05-12 10:37:46
518,1,884,9.81,2005-02-24 12:53:30
519,3,541,16.14,2009-09-18 18:41:42
520,3,994,13.74,2005-01-07 06:39:34
521,3,79,18.29,2008-04-14 06:27:26
522,3,73,19.85,2006-11-25 23:00:23
523,2,813,10.75,2005-12-22 19:23:49
524,1,676,8.47,2008-06-20 12:05:35
525,2,108,18.66,2005-08-09 06:40:32
526,3,859,19.28,2009-06-13 01:58:50
527,3,705,10.09,2006-03-25 23:40:28
528,1,613,17.91,2009-01-19 12:37:48
529,1,888,11.5,2009-05-17 02:47:56
530,1,96,15.12,2006-02-14 03:27:34
531,3,283,12.56,2006-10-06 08:31:48
532,2,176,16.47,2008-07-20 13:00:16
533,3,722,6.61,2006-09-27 15:02:07
534,2,897,9.65,2006-09-12 02:50:00
535,3,561,6.56,2009-10-19 17:43:54
536,2,387,14.57,2007-02-01 13:26:05
537,3,606,8.37,2008-12-12 03:44:08
538,2,205,16.84,2005-07-15 18:38:00
539,1,381,8.47,2007-02-16 16:23:46
540,3,932,14.72,2007-11-07 21:56:23
541,3,883,12.11,2009-07-25 00:28:40
542,1,568,9.16,2005-05-20 13:44:35
543,3,999,9.55,2009-08-27 06:18:42
544,1,342,5.62,2008-04-16 14:14:42
545,3,815,10.42,2006-06-15 14:50:42
546,1,564,19.69,2009-10-05 20:06:09
547,3,574,18.52,2008-04-10 00:53:45
548,3,670,14.33,2005-06-19 21:21:28
549,3,497,11.63,2008-05-12 13:40:18
550,1,250,19.42,2005-10-18 23:48:05
551,3,721,13.41,2007-07-14 17:04:12
552,2,286,10.27,2005-02-03 17:00:25
553,1,309,16.58,2009-12-21 14:04:23
554,2,997,16.48,2007-10-10 22:45:46
555,2,293,5.4,2006-01-04 06:07:58
556,3,147,12.35,2007-04-13 22:47:28
557,1,346,6.31,2008-08-15 16:34:32
558,2,28,6.36,2006-10-28 12:27:30
559,3,741,8.01,2007-11-12 13:20:46
560,1,181,11.07,2005-12-27 21:15:00
561,1,990,5.52,2005-04-30 08:19:48
562,3,399,12.05,2009-08-19 14:21:14
563,3,448,10.5,2008-06-03 22:19:09
564,3,875,16.05,2007-11-12 14:29:51
565,1,491,17.26,2006-09-09 00:17:59
566,2,126,11.57,2005-03-24 18:16:09
567,2,600,15.03,2009-06-02 23:56:26
568,2,104,13.21,2005-07-10 21:58:32
569,3,532,5.3,2009-10-16 06:05:46
570,2,94,18.88,2005-06-17 16:55:45
571,1,710,9.29,2006-04-01 00:20:00
572,2,265,12.79,2009-01-09 03:25:09
573,3,832,14.01,2008-10-08 08:35:26
574,1,132,10.65,2009-11-04 12:13:37
575,1,921,11.34,2008-07-01 14:50:47
576,1,201,6.84,2005-03-02 07:38:32
577,1,893,14.02,2007-06-17 08:15:02
578,1,340,16.55,2005-07-04 20:16:29
579,1,784,19.19,2008-11-08 08:38:04
580,3,104,5.67,2008-05-17 22:13:35
581,3,906,5.04,2006-08-15 20:11:17
582,3,449,11.56,2008-12-23 10:44:00
583,2,43,5.8,2005-09-08 10:49:48
584,1,986,16.01,2005-07-23 12:39:34
585,2,99,9.82,2007-06-02 19:42:46
586,2,278,19.15,2006-06-11 05:46:45
587,2,701,12.93,2005-11-24 23:01:43
588,2,867,6.29,2005-09-28 18:45:15
589,2,101,6.5,2008-03-13 10:47:31
590,1,26,19.04,2007-04-14 19:16:02
591,2,843,10.3,2009-02-13 03:16:22
592,2,537,13.38,2009-04-28 03:07:16
593,3,873,16.82,2005-03-15 08:52:58
594,1,859,9.07,2009-04-30 14:22:38
595,2,926,14.26,2009-01-16 15:16:56
596,3,104,14.6,2007-12-04 12:17:35
597,3,361,14.74,2007-08-19 06:46:45
598,3,313,5.0,2007-01-29 17:32:18
599,3,596,17.66,2008-08-25 07:20:58
600,2,813,9.9,2006-03-17 02:58:13
601,2,542,14.0,2008-06-10 13:25:52
602,2,43,9.39,2009-08-25 10:38:50
603,3,611,9.16,2006-06-20 02:11:17
604,1,913,7.8,2008-05-01 01:27:29
605,3,889,7.48,2005-11-05 09:19:06
606,2,292,11.29,2008-07-24 21:51:33
607,1,481,13.75,2007-09-06 11:03:27
